,,,,,,,,,,,,,,,,,,,,
,CAS RN,Name,Midpoint Ecotox. Charact. factor [PAF.m3.day/kgemitted],,,,,,,,Endpoint Ecotox. Charact. factor [PDF.m3.day/kgemitted],,,,,,,,CHARACTERIZATION FACTOR FLAGGING,
,,,Em.hom.airI,Em.ind.airI,Em.airU,Em.airC,Em.fr.waterC,Em.sea waterC,Em.nat.soilC,Em.agr.soilC,Em.hom.airI,Em.ind.airI,Em.airU,Em.airC,Em.fr.waterC,Em.sea waterC,Em.nat.soilC,Em.agr.soilC,(F=indicative; n/a=not available),
,,,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,freshwater,,Ecotox
,528-29-0,O-DINITROBENZENE,3.93E+03,4.04E+03,4.11E+03,3.75E+03,1.64E+04,7.20E-01,4.22E+03,4.22E+03,1.97E+03,2.02E+03,2.06E+03,1.88E+03,8.20E+03,3.60E-01,2.11E+03,2.11E+03,,F
,529-69-1,"2-AMINO-4,7(3H,8H)-PTERIDINEDIONE",4.22E+03,4.18E+03,4.15E+03,4.29E+03,1.32E+04,7.93E-05,5.44E+03,5.49E+03,2.11E+03,2.09E+03,2.07E+03,2.14E+03,6.60E+03,3.96E-05,2.72E+03,2.75E+03,,F
,53-16-7,ESTRONE,1.29E+01,1.33E+01,1.35E+01,1.24E+01,2.36E+04,1.05E+00,5.70E+02,5.70E+02,6.47E+00,6.65E+00,6.77E+00,6.18E+00,1.18E+04,5.26E-01,2.85E+02,2.85E+02,,F
,532-02-5,"2-Naphthalenesulfonic acid, sodium salt",3.50E+01,3.52E+01,3.54E+01,3.46E+01,1.39E+02,5.26E-15,4.68E+01,4.68E+01,1.75E+01,1.76E+01,1.77E+01,1.73E+01,6.95E+01,2.63E-15,2.34E+01,2.34E+01,,F
,532-55-8,Benzoyl Isothiocyanate,1.26E+03,1.32E+03,1.36E+03,1.16E+03,9.80E+03,2.65E-01,1.51E+03,1.51E+03,6.28E+02,6.58E+02,6.78E+02,5.78E+02,4.90E+03,1.32E-01,7.56E+02,7.56E+02,,F
,5328-01-8,1-ETHOXY-NAPHTHALIN,2.29E+00,2.67E+00,2.93E+00,1.65E+00,3.47E+03,5.10E-02,1.88E+01,1.88E+01,1.14E+00,1.34E+00,1.46E+00,8.27E-01,1.73E+03,2.55E-02,9.38E+00,9.38E+00,,F
,5329-14-6,SULFAMIC ACID,1.35E+02,1.41E+02,1.45E+02,1.25E+02,5.94E+02,1.68E-22,1.35E+02,1.35E+02,6.75E+01,7.04E+01,7.23E+01,6.27E+01,2.97E+02,8.41E-23,6.73E+01,6.73E+01,,F
,534-13-4,"N,N-DIMETHYLTHIOUREA",3.13E+01,4.02E+01,4.61E+01,1.64E+01,1.13E+03,2.99E-03,1.35E+02,1.35E+02,1.56E+01,2.01E+01,2.30E+01,8.21E+00,5.64E+02,1.49E-03,6.76E+01,6.75E+01,,F
,534-22-5,2-METHYLFURAN,2.12E-04,2.22E-04,2.28E-04,1.96E-04,6.56E+00,1.88E-05,1.45E-01,1.45E-01,1.06E-04,1.11E-04,1.14E-04,9.80E-05,3.28E+00,9.39E-06,7.26E-02,7.26E-02,,F
,536-60-7,"Benzenemethanol, 4-(1-methylethyl)-",5.48E+00,6.22E+00,6.71E+00,4.26E+00,1.81E+02,2.52E-03,8.57E+00,8.57E+00,2.74E+00,3.11E+00,3.35E+00,2.13E+00,9.04E+01,1.26E-03,4.28E+00,4.28E+00,,F
,5367-28-2,4-Chloro-2-methyl-1-nitro-benzene,8.46E+00,8.48E+00,8.49E+00,8.43E+00,3.59E+02,8.66E-01,1.60E+01,1.60E+01,4.23E+00,4.24E+00,4.25E+00,4.22E+00,1.80E+02,4.33E-01,8.00E+00,8.00E+00,,F
,536-75-4,4-ETHYLPYRIDINE,3.11E+00,3.23E+00,3.30E+00,2.92E+00,9.48E+01,8.74E-02,1.95E+00,6.15E+00,1.56E+00,1.61E+00,1.65E+00,1.46E+00,4.74E+01,4.37E-02,9.74E-01,3.08E+00,,F
,536-90-3,M-METHOXYANILINE,8.95E+02,1.17E+03,1.36E+03,4.31E+02,2.02E+05,1.32E+00,1.77E+04,2.27E+04,4.47E+02,5.87E+02,6.79E+02,2.16E+02,1.01E+05,6.60E-01,8.85E+03,1.13E+04,,F
,5377-20-8,Metomidate,9.39E+02,1.34E+03,1.60E+03,2.76E+02,7.30E+03,2.11E-03,1.25E+02,1.24E+02,4.70E+02,6.69E+02,8.02E+02,1.38E+02,3.65E+03,1.05E-03,6.25E+01,6.20E+01,,F
,538-68-1,PENTYLBENZENE,1.55E-01,2.06E-01,2.39E-01,7.18E-02,2.43E+03,5.99E-03,1.05E+00,1.05E+00,7.77E-02,1.03E-01,1.20E-01,3.59E-02,1.22E+03,3.00E-03,5.23E-01,5.23E-01,,F
,5395-75-5,"3,6-Dithiaoctane",3.65E+00,4.25E+00,4.65E+00,2.66E+00,4.17E+02,4.96E-03,2.03E+01,2.03E+01,1.83E+00,2.13E+00,2.32E+00,1.33E+00,2.09E+02,2.48E-03,1.02E+01,1.02E+01,,F
,5401-94-5,"1H-INDAZOLE, 5-NITRO-",1.51E+02,1.88E+02,2.12E+02,9.09E+01,8.52E+02,1.82E-03,8.17E+01,8.17E+01,7.56E+01,9.38E+01,1.06E+02,4.54E+01,4.26E+02,9.11E-04,4.08E+01,4.08E+01,,F
,540-38-5,4-IODOPHENOL,1.71E+01,1.87E+01,1.97E+01,1.45E+01,1.09E+03,6.64E-02,3.93E+01,3.95E+01,8.56E+00,9.33E+00,9.84E+00,7.27E+00,5.46E+02,3.32E-02,1.96E+01,1.97E+01,,F
,540-59-0,"1,2-Dichloroethylene",1.88E-02,1.88E-02,1.89E-02,1.87E-02,2.97E+01,3.64E-03,1.04E+00,1.04E+00,9.40E-03,9.42E-03,9.44E-03,9.35E-03,1.48E+01,1.82E-03,5.20E-01,5.20E-01,,F
,541-28-6,"Butane, 1-iodo-3-methyl-",2.78E-02,3.01E-02,3.17E-02,2.39E-02,5.07E+02,1.89E-03,1.28E+00,1.28E+00,1.39E-02,1.51E-02,1.58E-02,1.19E-02,2.53E+02,9.46E-04,6.41E-01,6.41E-01,,F
,54135-80-7,"1,2,3-TRICHLORO-4-METHOXYBENZENE",6.78E+01,6.81E+01,6.83E+01,6.73E+01,1.26E+04,1.39E+01,2.18E+02,2.18E+02,3.39E+01,3.41E+01,3.42E+01,3.37E+01,6.31E+03,6.93E+00,1.09E+02,1.09E+02,,F
,541-85-5,ETHYL AMYLKETONE,7.63E-02,7.63E-02,7.63E-02,7.63E-02,5.76E+01,5.95E-03,2.48E+00,2.48E+00,3.82E-02,3.82E-02,3.82E-02,3.82E-02,2.88E+01,2.98E-03,1.24E+00,1.24E+00,,F
,54-21-7,SODIUM SALICYLATE,3.28E+00,3.33E+00,3.36E+00,3.21E+00,1.09E+01,3.09E-13,3.67E+00,3.67E+00,1.64E+00,1.66E+00,1.68E+00,1.60E+00,5.46E+00,1.55E-13,1.83E+00,1.83E+00,,F
,542-18-7,CHLOROCYCLOHEXANE,5.99E-01,6.16E-01,6.27E-01,5.72E-01,1.04E+03,4.97E-02,6.71E+00,6.71E+00,3.00E-01,3.08E-01,3.13E-01,2.86E-01,5.22E+02,2.49E-02,3.36E+00,3.36E+00,,F
,542-59-6,"1,2-Ethanediol, monoacetate",1.31E+01,1.37E+01,1.41E+01,1.21E+01,5.34E+01,2.68E-04,1.42E+01,1.42E+01,6.54E+00,6.84E+00,7.04E+00,6.04E+00,2.67E+01,1.34E-04,7.09E+00,7.09E+00,,F
,542-85-8,ETHYL ISOTHIOCYANATE,1.35E+02,1.35E+02,1.35E+02,1.35E+02,9.74E+03,1.02E+01,9.60E+02,9.60E+02,6.77E+01,6.77E+01,6.77E+01,6.76E+01,4.87E+03,5.12E+00,4.80E+02,4.80E+02,,F
,54406-48-3,EMPENTHRIN,4.44E+02,6.76E+02,8.30E+02,5.75E+01,5.50E+05,6.56E+00,1.26E+02,1.26E+02,2.22E+02,3.38E+02,4.15E+02,2.87E+01,2.75E+05,3.28E+00,6.28E+01,6.28E+01,,F
,544-25-2,CYCLOHEPTATRIENE,4.67E-03,5.28E-03,5.69E-03,3.65E-03,1.60E+02,3.40E-04,1.84E+00,1.84E+00,2.33E-03,2.64E-03,2.84E-03,1.83E-03,7.98E+01,1.70E-04,9.22E-01,9.22E-01,,F
,544-77-4,1-IODOHEXADECANE,4.64E-01,7.39E-01,9.23E-01,3.86E-03,4.14E+02,3.49E-05,3.51E-02,3.51E-02,2.32E-01,3.70E-01,4.62E-01,1.93E-03,2.07E+02,1.74E-05,1.75E-02,1.75E-02,,F
,547-64-8,"2-HYDROXYPROPANOIC ACID, METHYL ESTER",2.14E+00,2.19E+00,2.22E+00,2.06E+00,1.49E+01,5.46E-04,3.73E+00,3.73E+00,1.07E+00,1.09E+00,1.11E+00,1.03E+00,7.45E+00,2.73E-04,1.87E+00,1.87E+00,,F
,551-76-8,"2,4,6-TRICHLORO-3-METHYLPHENOL",2.70E+02,2.75E+02,2.77E+02,2.63E+02,7.33E+03,2.15E-01,1.43E+02,4.72E+02,1.35E+02,1.37E+02,1.39E+02,1.32E+02,3.67E+03,1.07E-01,7.13E+01,2.36E+02,,F
,55-21-0,Benzamide,6.53E+00,7.75E+00,8.57E+00,4.48E+00,2.84E+01,1.89E-06,4.31E+00,4.31E+00,3.26E+00,3.88E+00,4.29E+00,2.24E+00,1.42E+01,9.44E-07,2.16E+00,2.16E+00,,F
,552-41-0,2-HYDROXY-4-METHOXY-ACETOPHENON,9.61E+00,1.37E+01,1.65E+01,2.75E+00,3.04E+02,2.01E-04,1.38E+01,1.38E+01,4.80E+00,6.86E+00,8.23E+00,1.38E+00,1.52E+02,1.00E-04,6.91E+00,6.92E+00,,F
,552-89-6,O-NITROBENZALDEHYDE,3.54E+01,3.69E+01,3.79E+01,3.29E+01,1.81E+03,1.84E-01,3.64E+02,3.64E+02,1.77E+01,1.84E+01,1.89E+01,1.64E+01,9.07E+02,9.18E-02,1.82E+02,1.82E+02,,F
,554-12-1,METHYL PROPIONATE,8.06E-02,8.06E-02,8.06E-02,8.06E-02,5.33E+00,5.99E-03,7.37E-01,7.37E-01,4.03E-02,4.03E-02,4.03E-02,4.03E-02,2.67E+00,3.00E-03,3.68E-01,3.68E-01,,F
,555-16-8,4-NITROBENZALDEHYDE,4.26E+02,4.48E+02,4.63E+02,3.89E+02,3.83E+03,1.80E-01,1.02E+03,1.02E+03,2.13E+02,2.24E+02,2.32E+02,1.95E+02,1.91E+03,8.99E-02,5.09E+02,5.09E+02,,F
,555-60-2,"PROPANEDINITRILE,  (3-CHLOROPHENYL)HYDRAZONO -",2.99E+01,4.21E+01,5.03E+01,9.38E+00,2.41E+02,1.60E-04,5.32E+00,5.45E+00,1.49E+01,2.11E+01,2.52E+01,4.69E+00,1.21E+02,7.98E-05,2.66E+00,2.72E+00,,F
,555-89-5,NEOTRAN,8.91E-01,9.97E-01,1.07E+00,7.15E-01,1.55E+02,6.01E-02,3.37E-01,3.37E-01,4.46E-01,4.99E-01,5.34E-01,3.57E-01,7.75E+01,3.00E-02,1.69E-01,1.69E-01,,F
,556-22-9,2-HEPTADECYL-2-IMIDAZOLINE ACETATE,1.30E+03,1.93E+03,2.36E+03,2.34E+02,1.02E+04,1.67E-03,1.07E+00,1.07E+00,6.48E+02,9.66E+02,1.18E+03,1.17E+02,5.10E+03,8.33E-04,5.36E-01,5.37E-01,,F
,556-67-2,OCTAMETHYLTETRASILOXANE,2.28E+01,2.62E+01,2.86E+01,1.70E+01,5.37E+05,2.53E+00,2.62E+02,2.62E+02,1.14E+01,1.31E+01,1.43E+01,8.51E+00,2.69E+05,1.26E+00,1.31E+02,1.31E+02,,F
,5581-75-9,6-PHENYLCAPROIC ACID,3.41E+01,4.30E+01,4.90E+01,1.93E+01,3.46E+02,3.55E-06,8.69E+00,2.60E+01,1.71E+01,2.15E+01,2.45E+01,9.65E+00,1.73E+02,1.77E-06,4.34E+00,1.30E+01,,F
,558-17-8,"Propane, 2-iodo-2-methyl-",1.67E+00,1.69E+00,1.70E+00,1.64E+00,1.25E+04,2.88E-01,6.81E+01,6.81E+01,8.36E-01,8.44E-01,8.49E-01,8.22E-01,6.25E+03,1.44E-01,3.40E+01,3.40E+01,,F
,55-91-4,ISOFLUROPHATE,2.27E+00,2.33E+00,2.37E+00,2.17E+00,1.09E+03,2.53E-02,1.87E+02,1.87E+02,1.14E+00,1.17E+00,1.19E+00,1.08E+00,5.46E+02,1.27E-02,9.33E+01,9.33E+01,,F
,5598-52-7,Fospirate,4.87E+06,5.05E+06,5.17E+06,4.57E+06,2.08E+07,6.80E+02,5.69E+06,5.69E+06,2.43E+06,2.53E+06,2.59E+06,2.28E+06,1.04E+07,3.40E+02,2.84E+06,2.84E+06,,F
,56073-07-5,DIFENACOUM,2.73E+02,3.66E+02,4.28E+02,1.18E+02,6.83E+04,3.93E-02,6.11E+01,4.69E+02,1.36E+02,1.83E+02,2.14E+02,5.91E+01,3.42E+04,1.97E-02,3.06E+01,2.35E+02,,F
,5610-64-0,ACID BLACK 52,1.84E+03,1.86E+03,1.87E+03,1.81E+03,8.16E+03,9.33E-20,2.45E+03,2.45E+03,9.21E+02,9.30E+02,9.36E+02,9.06E+02,4.08E+03,4.66E-20,1.22E+03,1.22E+03,,F
,56108-12-4,4-TERT-BUTYLBENZAMIDE,1.23E+02,1.56E+02,1.78E+02,6.75E+01,1.21E+03,6.19E-03,5.13E+01,5.13E+01,6.14E+01,7.80E+01,8.91E+01,3.37E+01,6.06E+02,3.10E-03,2.57E+01,2.57E+01,,F
,563-04-2,TRI-M-CRESYL PHOSPHATE,4.46E+00,6.00E+00,7.03E+00,1.88E+00,1.19E+03,1.31E-01,2.87E-01,2.87E-01,2.23E+00,3.00E+00,3.51E+00,9.40E-01,5.95E+02,6.53E-02,1.43E-01,1.43E-01,,F
,56-34-8,TETRAETHYL AMMONIUM CHLORIDE,4.15E+00,4.23E+00,4.29E+00,4.00E+00,1.34E+01,7.55E-12,4.50E+00,4.50E+00,2.07E+00,2.12E+00,2.15E+00,2.00E+00,6.68E+00,3.78E-12,2.25E+00,2.25E+00,,F
,56348-72-2,"3,3',4,4'-TETRACHLOROBIPHENYL ETHER",5.40E+02,5.77E+02,6.01E+02,4.78E+02,3.69E+04,1.10E+02,7.80E+01,7.80E+01,2.70E+02,2.88E+02,3.01E+02,2.39E+02,1.84E+04,5.52E+01,3.90E+01,3.90E+01,,F
,563-80-4,3-METHYL-2-BUTANONE,6.54E-02,6.53E-02,6.53E-02,6.54E-02,4.94E+00,4.16E-03,7.50E-01,7.50E-01,3.27E-02,3.27E-02,3.26E-02,3.27E-02,2.47E+00,2.08E-03,3.75E-01,3.75E-01,,F
,56-55-3,Benz[a]anthracene,7.08E+03,9.34E+03,1.08E+04,3.32E+03,1.35E+06,2.08E+02,1.82E+03,1.82E+03,3.54E+03,4.67E+03,5.42E+03,1.66E+03,6.77E+05,1.04E+02,9.08E+02,9.08E+02,,F
,5663-96-7,Oct-2-ynoic acid,2.78E+00,3.32E+00,3.69E+00,1.86E+00,5.62E+01,8.83E-07,2.15E+00,3.25E+00,1.39E+00,1.66E+00,1.84E+00,9.32E-01,2.81E+01,4.41E-07,1.07E+00,1.62E+00,,F
,5673-07-4,"1,3-DIMETHOXY-2-METHYLBENZENE",9.74E-02,9.52E-02,9.38E-02,1.01E-01,3.53E+02,1.23E-02,1.55E+01,1.55E+01,4.87E-02,4.76E-02,4.69E-02,5.05E-02,1.77E+02,6.13E-03,7.77E+00,7.77E+00,,F
,56803-37-3,T-BUTYLPHENYL DIPHENYL PHOSPHATE,3.21E+02,4.01E+02,4.55E+02,1.88E+02,2.44E+04,2.97E-01,3.93E+00,3.93E+00,1.61E+02,2.01E+02,2.27E+02,9.40E+01,1.22E+04,1.48E-01,1.96E+00,1.96E+00,,F
,5683-33-0,2-DIMETHYLAMINOPYRIDINE,1.77E+01,2.55E+01,3.07E+01,4.72E+00,2.92E+02,6.87E-03,2.11E+00,4.98E+00,8.85E+00,1.27E+01,1.53E+01,2.36E+00,1.46E+02,3.43E-03,1.05E+00,2.49E+00,,F
,56-93-9,BENZYL TRIMETHYL AMMONIUM CHLORIDE,5.50E+02,5.59E+02,5.65E+02,5.36E+02,1.73E+03,4.51E-09,5.84E+02,5.84E+02,2.75E+02,2.79E+02,2.82E+02,2.68E+02,8.66E+02,2.26E-09,2.92E+02,2.92E+02,,F
,56961-20-7,"3,4,5-TRICHLOROCATECHOL",1.50E+03,1.78E+03,1.97E+03,1.04E+03,1.57E+04,5.64E-03,3.89E+02,1.43E+03,7.51E+02,8.91E+02,9.84E+02,5.18E+02,7.87E+03,2.82E-03,1.95E+02,7.15E+02,,F
,570-24-1,2-Methyl-6-nitrobenzeneamine,5.59E+01,6.25E+01,6.69E+01,4.50E+01,1.55E+03,5.18E-02,1.47E+02,1.47E+02,2.80E+01,3.13E+01,3.34E+01,2.25E+01,7.75E+02,2.59E-02,7.37E+01,7.37E+01,,F
,57057-83-7,"3,4,5-TRICHLORO-2-METHOXYPHENOL",2.17E+03,2.32E+03,2.43E+03,1.91E+03,7.12E+04,1.93E+00,3.15E+03,3.85E+03,1.08E+03,1.16E+03,1.21E+03,9.53E+02,3.56E+04,9.66E-01,1.58E+03,1.93E+03,,F
,57-15-8,"B,B,B-TRICHLORO-T-BUTANOL",1.34E+01,1.36E+01,1.37E+01,1.31E+01,2.86E+02,1.77E-01,3.47E+01,3.47E+01,6.72E+00,6.81E+00,6.87E+00,6.56E+00,1.43E+02,8.87E-02,1.74E+01,1.74E+01,,F
,571-61-9,"1,5-DIMETHYLNAPHTHALENE",4.34E-01,4.87E-01,5.21E-01,3.47E-01,1.11E+03,5.35E-02,4.17E+00,4.17E+00,2.17E-01,2.43E-01,2.61E-01,1.74E-01,5.57E+02,2.68E-02,2.09E+00,2.09E+00,,F
,57-33-0,PENTOBARBITAL SODIUM,2.22E+02,2.23E+02,2.23E+02,2.20E+02,7.92E+02,3.80E-14,3.04E+02,3.04E+02,1.11E+02,1.11E+02,1.12E+02,1.10E+02,3.96E+02,1.90E-14,1.52E+02,1.52E+02,,F
,573-58-0,CONGO RED,1.82E+01,1.85E+01,1.86E+01,1.78E+01,9.15E+01,2.55E-30,2.37E+01,2.37E+01,9.10E+00,9.23E+00,9.31E+00,8.90E+00,4.57E+01,1.28E-30,1.19E+01,1.19E+01,,F
,575-41-7,"1,3-DIMETHYLNAPTHALENE",1.05E+00,1.21E+00,1.31E+00,7.93E-01,4.07E+03,1.28E-01,1.36E+01,1.36E+01,5.26E-01,6.05E-01,6.57E-01,3.96E-01,2.04E+03,6.42E-02,6.80E+00,6.80E+00,,F
,57-62-5,AUREOMYCIN,1.83E+02,1.85E+02,1.87E+02,1.79E+02,8.67E+02,9.46E-19,2.41E+02,2.41E+02,9.15E+01,9.26E+01,9.33E+01,8.97E+01,4.33E+02,4.73E-19,1.21E+02,1.21E+02,,F
,57653-85-7,"1,2,3,6,7,8-HEXACHLORODIBENZO-P-DIOXIN",1.45E+05,1.60E+05,1.71E+05,1.19E+05,3.04E+06,2.04E+02,8.36E+04,8.36E+04,7.24E+04,8.02E+04,8.54E+04,5.95E+04,1.52E+06,1.02E+02,4.18E+04,4.18E+04,,F
,577-11-7,BIS(2-ETHYLHEXYL) SODIUM SULFOSUCCINATE,1.30E+01,1.54E+01,1.70E+01,8.95E+00,4.01E+02,5.94E-16,9.27E-01,9.27E-01,6.50E+00,7.71E+00,8.52E+00,4.47E+00,2.00E+02,2.97E-16,4.64E-01,4.64E-01,,F
,577-19-5,O-BROMONITROBENZENE,1.03E+01,1.03E+01,1.03E+01,1.02E+01,2.90E+02,5.98E-01,2.60E+01,2.60E+01,5.14E+00,5.16E+00,5.17E+00,5.12E+00,1.45E+02,2.99E-01,1.30E+01,1.30E+01,,F
,577-33-3,Anthrarobin,2.46E+02,3.58E+02,4.32E+02,6.05E+01,1.96E+03,1.19E-07,3.16E+01,3.87E+01,1.23E+02,1.79E+02,2.16E+02,3.03E+01,9.80E+02,5.95E-08,1.58E+01,1.93E+01,,F
,577-85-5,3-Hydroxyflavone,2.63E+02,3.75E+02,4.50E+02,7.55E+01,1.82E+03,5.15E-07,4.05E+01,4.08E+01,1.31E+02,1.87E+02,2.25E+02,3.77E+01,9.08E+02,2.58E-07,2.03E+01,2.04E+01,,F
,57808-65-8,Closantel,7.49E+01,8.93E+01,9.89E+01,5.09E+01,2.37E+03,9.43E-09,1.77E+00,3.92E+00,3.75E+01,4.47E+01,4.95E+01,2.55E+01,1.18E+03,4.71E-09,8.83E-01,1.96E+00,,F
,580-17-6,3-AMINOQUINOLINE,3.28E+01,4.51E+01,5.33E+01,1.24E+01,2.30E+02,7.80E-05,1.27E+01,1.83E+01,1.64E+01,2.25E+01,2.66E+01,6.20E+00,1.15E+02,3.90E-05,6.33E+00,9.16E+00,,F
,5813-64-9,"2,2-DIMETHYL-1-PROPYLAMIN",4.11E+00,6.14E+00,7.50E+00,7.28E-01,2.89E+01,4.23E-04,7.63E-03,7.65E-03,2.06E+00,3.07E+00,3.75E+00,3.64E-01,1.45E+01,2.11E-04,3.81E-03,3.82E-03,,F
,581-40-8,"2,3-dimethylnapthalene",7.22E-02,8.50E-02,9.36E-02,5.07E-02,4.29E+02,8.44E-03,1.41E+00,1.41E+00,3.61E-02,4.25E-02,4.68E-02,2.53E-02,2.14E+02,4.22E-03,7.03E-01,7.03E-01,,F
,581-42-0,"2,6-DIMETHYLNAPHTHALENE",4.17E+00,4.72E+00,5.09E+00,3.25E+00,1.64E+04,5.26E-01,6.55E+01,6.55E+01,2.08E+00,2.36E+00,2.54E+00,1.62E+00,8.20E+03,2.63E-01,3.27E+01,3.27E+01,,F
,581-43-1,"2,6-NAPHTHALENEDIOL",7.93E+01,1.11E+02,1.33E+02,2.61E+01,5.21E+02,6.99E-06,2.59E+01,2.60E+01,3.97E+01,5.56E+01,6.63E+01,1.30E+01,2.61E+02,3.50E-06,1.30E+01,1.30E+01,,F
,582-17-2,"2,7-Naphthalenediol",1.61E+02,2.26E+02,2.69E+02,5.28E+01,1.06E+03,1.43E-05,5.26E+01,5.27E+01,8.04E+01,1.13E+02,1.34E+02,2.64E+01,5.28E+02,7.13E-06,2.63E+01,2.64E+01,,F
,58-22-0,TESTOSTERONE,2.03E+03,2.91E+03,3.49E+03,5.78E+02,1.33E+04,4.76E-04,4.02E+02,4.02E+02,1.02E+03,1.45E+03,1.74E+03,2.89E+02,6.66E+03,2.38E-04,2.01E+02,2.01E+02,,F
,5827-05-4,APHIDAN,2.02E+05,2.57E+05,2.95E+05,1.08E+05,2.47E+06,3.52E+00,4.61E+05,4.61E+05,1.01E+05,1.29E+05,1.47E+05,5.42E+04,1.24E+06,1.76E+00,2.31E+05,2.31E+05,,F
,58-27-5,"2-METHYL-1,4-NAPHTHOQUINONE",2.90E+03,3.26E+03,3.50E+03,2.30E+03,5.93E+04,7.19E-01,4.63E+03,4.63E+03,1.45E+03,1.63E+03,1.75E+03,1.15E+03,2.96E+04,3.59E-01,2.32E+03,2.32E+03,,F
,5835-26-7,Isopimaric Acid,7.86E+02,1.12E+03,1.35E+03,2.25E+02,8.80E+04,9.90E-04,1.25E+02,3.78E+03,3.93E+02,5.61E+02,6.73E+02,1.12E+02,4.40E+04,4.95E-04,6.23E+01,1.89E+03,,F
,583-53-9,O-DIBROMOBENZENE,1.63E+01,1.63E+01,1.64E+01,1.62E+01,1.50E+03,2.40E+00,2.30E+01,2.30E+01,8.15E+00,8.17E+00,8.19E+00,8.11E+00,7.51E+02,1.20E+00,1.15E+01,1.15E+01,,F
,583-57-3,"1,2-DIMETHYLCYCLOHEXANE",1.19E-02,1.67E-02,2.00E-02,3.74E-03,1.86E+03,3.37E-04,8.77E-01,8.77E-01,5.93E-03,8.37E-03,1.00E-02,1.87E-03,9.29E+02,1.68E-04,4.39E-01,4.39E-01,,F
,583-60-8,2-METHYLCYCLOHEXANONE,7.51E-02,7.48E-02,7.46E-02,7.57E-02,1.45E+01,3.82E-03,1.60E+00,1.60E+00,3.76E-02,3.74E-02,3.73E-02,3.79E-02,7.24E+00,1.91E-03,7.98E-01,7.98E-01,,F
,584-02-1,3-PENTANOL,1.04E-01,1.04E-01,1.04E-01,1.04E-01,1.03E+01,2.83E-03,1.61E+00,1.61E+00,5.19E-02,5.19E-02,5.19E-02,5.20E-02,5.14E+00,1.41E-03,8.03E-01,8.03E-01,,F
,584-84-9,"2,4-TOLUENE DIISOCYANATE",1.84E-01,1.86E-01,1.87E-01,1.82E-01,3.88E+01,2.33E-02,4.81E-01,4.81E-01,9.21E-02,9.29E-02,9.34E-02,9.08E-02,1.94E+01,1.17E-02,2.41E-01,2.41E-01,,F
,585-34-2,"PHENOL, 3-(1,1-DIMETHYLETHYL)-",2.64E+01,3.29E+01,3.73E+01,1.55E+01,6.06E+03,1.06E-01,1.37E+02,1.37E+02,1.32E+01,1.65E+01,1.86E+01,7.75E+00,3.03E+03,5.32E-02,6.87E+01,6.87E+01,,F
,586-78-7,4-BROMO-1-NITROBENZENE,1.43E+01,1.45E+01,1.46E+01,1.40E+01,3.15E+02,1.89E-01,1.94E+01,1.94E+01,7.15E+00,7.24E+00,7.29E+00,7.01E+00,1.58E+02,9.45E-02,9.72E+00,9.72E+00,,F
,586-95-8,4-PYRIDINEMETHANOL,1.41E+00,1.88E+00,2.20E+00,6.25E-01,8.05E+00,2.42E-06,1.87E-01,7.70E-01,7.06E-01,9.42E-01,1.10E+00,3.12E-01,4.02E+00,1.21E-06,9.33E-02,3.85E-01,,F
,586-98-1,2-PYRIDINEMETHANOL,1.02E+00,1.36E+00,1.58E+00,4.67E-01,6.04E+00,3.12E-06,1.41E-01,5.78E-01,5.12E-01,6.80E-01,7.91E-01,2.34E-01,3.02E+00,1.56E-06,7.03E-02,2.89E-01,,F
,587-98-4,Metanil Yellow,4.78E+02,4.78E+02,4.79E+02,4.76E+02,1.55E+03,8.02E-15,6.62E+02,6.62E+02,2.39E+02,2.39E+02,2.39E+02,2.38E+02,7.73E+02,4.01E-15,3.31E+02,3.31E+02,,F
,588-59-0,STILBENE,8.91E-02,1.14E-01,1.30E-01,4.83E-02,2.68E+02,3.59E-03,2.04E-01,2.04E-01,4.45E-02,5.68E-02,6.49E-02,2.41E-02,1.34E+02,1.80E-03,1.02E-01,1.02E-01,,F
,589-09-3,N-ALLYL-ANILIN,3.22E-01,3.37E-01,3.48E-01,2.95E-01,2.25E+02,1.03E-02,3.66E+00,3.62E+00,1.61E-01,1.69E-01,1.74E-01,1.48E-01,1.13E+02,5.15E-03,1.83E+00,1.81E+00,,F
,589-18-4,P-METHYL BENZYL ALCOHOL,3.58E+00,3.81E+00,3.97E+00,3.20E+00,4.87E+01,1.25E-03,7.74E+00,7.74E+00,1.79E+00,1.91E+00,1.98E+00,1.60E+00,2.44E+01,6.24E-04,3.87E+00,3.87E+00,,F
,589-90-2,"1,4-DIMETHYLCYCLOHEXANE",4.04E-03,5.92E-03,7.17E-03,9.04E-04,1.10E+03,8.13E-05,3.42E-01,3.42E-01,2.02E-03,2.96E-03,3.59E-03,4.52E-04,5.50E+02,4.07E-05,1.71E-01,1.71E-01,,F
,590-01-2,N-BUTYL PROPIONATE,4.12E-02,4.14E-02,4.15E-02,4.09E-02,1.72E+01,1.97E-03,4.02E-01,4.02E-01,2.06E-02,2.07E-02,2.07E-02,2.04E-02,8.59E+00,9.86E-04,2.01E-01,2.01E-01,,F
